nm0001034,Rosalind,Chao
nm0001035,Ben,Chaplin
nm0001036,Geraldine,Chaplin
nm0001037,Graham,Chapman
nm0001038,Josh,Charles
nm0001039,David,Charvet
nm0001040,Joan,Chen
nm0001041,Maggie,Cheung
nm0001042,Lois,Chiles
nm0001043,Anna,Chlumsky
nm0001044,Rae,Dawn
nm0001045,Tommy,Chong
nm0001046,Julie,Christie
nm0001048,Andrew,Dice
nm0001049,Jill,Clayburgh
nm0001050,Montgomery,Clift
nm0001051,Bill,Clinton
nm0001052,Kurt,Cobain
nm0001055,Claudette,Colbert
nm0001056,Dabney,Coleman
nm0001057,Toni,Collette
nm0001058,Joan,Collins
nm0001059,Robbie,Coltrane
nm0001061,Holly,Marie
nm0001062,Jeffrey,Combs
nm0001063,Jeff,Conaway
nm0001064,Jason,Connery
nm0001065,Harry,Connick
nm0001066,Robert,Conrad
nm0001067,Jackie,Coogan
nm0001068,Sofia,Coppola
nm0001069,Bud,Cort
nm0001070,Bill,Cosby
nm0001071,Annie,Costner
nm0001072,Joseph,Cotten
nm0001073,Courteney,Cox
nm0001074,Ronny,Cox
nm0001075,Peter,Coyote
nm0001076,Joan,Crawford
nm0001077,Richard,Crenna
nm0001078,Bing,Crosby
nm0001079,Scatman,Crothers
nm0001080,Lindsay,Crouse
nm0001082,Billy,Crudup
nm0001083,Jon,Cryer
nm0001084,Ice,Cube
nm0001085,Kieran,Culkin
nm0001086,Alan,Cumming
nm0001087,Lee,Curreri
nm0001088,Peter,Cushing
nm0001089,Henry,Czerny
nm0001091,Patti,D'Arbanville
nm0001092,Mark,Dacascos
nm0001094,Roald,Dahl
nm0001095,BĂ©atrice,Dalle
nm0001096,Timothy,Dalton
nm0001097,Charles,Dance
nm0001098,Rodney,Dangerfield
nm0001099,Jeff,Daniels
nm0001100,Blythe,Danner
nm0001101,Ted,Danson
nm0001103,Tony,Danza
nm0001105,Linda,Darnell
nm0001106,Racquel,Darrian
nm0001107,Stacey,Dash
nm0001108,Robert,Davi
nm0001109,Jaye,Davidson
nm0001110,Embeth,Davidtz
nm0001111,Jeremy,Davies
nm0001113,Brad,Davis
nm0001114,Judy,Davis
nm0001115,Ossie,Davis
nm0001116,Warwick,Davis
nm0001117,Bruce,Davison
nm0001118,Pam,Dawber
nm0001119,Yvonne,De
nm0001120,Vittorio,De
nm0001121,Brandon,De
nm0001122,Ellen,DeGeneres
nm0001123,Dom,DeLuise
nm0001125,Benicio,Del
nm0001126,Kim,Delaney
nm0001127,Dana,Delany
nm0001128,Alain,Delon
nm0001130,Ted,Demme
nm0001131,Patrick,Dempsey
nm0001132,Judi,Dench
nm0001133,Brian,Dennehy
nm0001134,Bob,Denver
nm0001135,John,Derek
nm0001136,Bruce,Dern
nm0001137,William,Devane
nm0001138,Susan,Dey
nm0001141,Angie,Dickinson
nm0001142,Uschi,Digard
nm0001143,Kevin,Dillon
nm0001144,CĂ©line,Dion
nm0001145,Divine,
nm0001146,Donna,Dixon
nm0001147,Shannen,Doherty
nm0001148,Troy,Donahue
nm0001149,Richard,Donner
nm0001150,James,Doohan
nm0001151,Stephen,Dorff
nm0001152,Illeana,Douglas
nm0001153,Lesley-Anne,Down
nm0001154,Michael,Dudikoff
nm0001155,Patrick,Duffy
nm0001156,Olympia,Dukakis
nm0001157,Patty,Duke
nm0001158,Keir,Dullea
nm0001159,Faye,Dunaway
nm0001160,Adrian,Dunbar
nm0001161,Dominique,Dunne
nm0001162,Griffin,Dunne
nm0001163,Roy,Dupuis
nm0001164,Charles,Durning
nm0001165,Charles,S.
nm0001166,James,Duval
nm0001167,Shelley,Duvall
nm0001169,George,Dzundza
nm0001170,Roger,Ebert
nm0001171,Buddy,Ebsen
nm0001172,Christopher,Eccleston
nm0001173,Aaron,Eckhart
nm0001174,Barbara,Eden
nm0001176,Nicole,Eggert
nm0001177,Chris,Eigeman
nm0001179,Anita,Ekberg
nm0001180,Britt,Ekland
nm0001181,Jack,Elam
nm0001182,Carmen,Electra
nm0001183,Bodhi,Elfman
nm0001184,Jenna,Elfman
nm0001185,Hector,Elizondo
nm0001186,Denholm,Elliott
nm0001187,Noah,Emmerich
nm0001190,David,Prowse
nm0001191,Adam,Sandler
nm0001192,John,Mark
nm0001193,Shelley,Fabares
nm0001194,Jeff,Fahey
nm0001195,Douglas,Fairbanks
nm0001196,Douglas,Fairbanks
nm0001197,Anna,Falchi
nm0001198,Debrah,Farentino
nm0001199,Dennis,Farina
nm0001200,Gary,Farmer
nm0001201,Mia,Farrow
nm0001202,Rainer,Werner
nm0001204,Marty,Feldman
nm0001205,Norman,Fell
nm0001207,JosĂ©,Ferrer
nm0001208,Miguel,Ferrer
nm0001209,William,Fichtner
nm0001210,Chelsea,Field
nm0001211,W.C.,Fields
nm0001212,Joseph,Fiennes
nm0001213,Harvey,Fierstein
nm0001215,Albert,Finney
nm0001216,Tara,Fitzgerald
nm0001217,Fionnula,Flanagan
nm0001218,Sean,Patrick
nm0001221,Louise,Fletcher
nm0001222,Calista,Flockhart
nm0001223,Lara,Flynn
nm0001224,Errol,Flynn
nm0001225,Nina,Foch
nm0001226,James,Foley
nm0001227,Megan,Follows
nm0001228,Peter,Fonda
nm0001229,Glenn,Ford
nm0001230,Harrison,Ford
nm0001231,Claire,Forlani
nm0001232,Milos,Forman
nm0001233,Robert,Forster
nm0001234,John,Forsythe
nm0001235,William,Forsythe
nm0001236,Meg,Foster
nm0001237,Samantha,Fox
nm0001238,JesĂşs,Franco
nm0001240,Dennis,Franz
nm0001241,Stephen,Frears
nm0001242,Matt,Frewer
nm0001244,Sadie,Frost
nm0001245,Mira,Furlan
nm0001246,Dan,Futterman
nm0001247,Eva,Gabor
nm0001248,Zsa,Zsa
nm0001249,Monique,Gabrielle
nm0001250,Charlotte,Gainsbourg
nm0001251,Peter,Gallagher
nm0001252,Vincent,Gallo
nm0001253,Mason,Gamble
nm0001254,James,Gandolfini
nm0001255,Victor,Garber
nm0001256,Greta,Garbo
nm0001257,Ava,Gardner
nm0001258,James,Garner
nm0001259,Jennie,Garth
nm0001260,John,Gavin
nm0001261,Rebecca,Gayheart
nm0001262,Ben,Gazzara
nm0001263,Jason,Gedrick
nm0001264,Sarah,Michelle
nm0001265,Susan,George
nm0001266,Gil,Gerard
nm0001267,Balthazar,Getty
nm0001268,Estelle,Getty
nm0001269,Cynthia,Gibb
nm0001271,Melissa,Gilbert
nm0001272,Annabeth,Gish
nm0001273,Lillian,Gish
nm0001274,Paul,Michael
nm0001276,Jackie,Gleason
nm0001277,Scott,Glenn
nm0001278,John,Glover
nm0001280,Jenette,Goldstein
nm0001281,Bobcat,Goldthwait
nm0001282,Tony,Goldwyn
nm0001283,Louis,Gossett
nm0001284,Michael,Gough
nm0001285,Elliott,Gould
nm0001286,Elizabeth,Gracen
nm0001287,Heather,Graham
nm0001288,Kelsey,Grammer
nm0001289,Stewart,Granger
nm0001290,Richard,E.
nm0001291,Rupert,Graves
nm0001292,Erin,Gray
nm0001293,Seth,Green
nm0001294,Graham,Greene
nm0001295,Graham,Greene
nm0001296,Lorne,Greene
nm0001297,Joel,Grey
nm0001298,Richard,Grieco
nm0001299,Thomas,Ian
nm0001300,John,Grisham
nm0001301,Charles,Grodin
nm0001302,Christopher,Guest
nm0001303,Carla,Gugino
nm0001304,Fred,Gwynne
nm0001305,Lukas,Haas
nm0001306,Larry,Hagman
nm0001307,Stacy,Haiduk
nm0001308,Alan,Hale
nm0001309,Anthony,Michael
nm0001310,Kevin,Peter
nm0001311,Philip,Baker
nm0001312,Geri,Horner
nm0001313,George,Hamilton
nm0001314,John,Hannah
nm0001315,Marcia,Gay
nm0001316,Oliver,Hardy
nm0001318,Jean,Harlow
nm0001319,Mark,Harmon
nm0001320,Valerie,Harper
nm0001321,Richard,Harris
nm0001322,Rex,Harrison
nm0001323,Debbie,Harry
nm0001324,Ian,Hart
nm0001326,Josh,Hartnett
nm0001327,David,Hasselhoff
nm0001329,Nigel,Hawthorne
nm0001330,Sterling,Hayden
nm0001332,Robert,Hays
nm0001333,Susan,Hayward
nm0001334,John,Heard
nm0001335,Tippi,Hedren
nm0001336,Van,Heflin
nm0001337,Katherine,Heigl
nm0001339,Marg,Helgenberger
nm0001340,Katherine,Helmond
nm0001341,Florence,Henderson
nm0001343,Carrie,Henn
nm0001344,Gregg,Henry
nm0001345,Jim,Henson
nm0001346,Edward,Herrmann
nm0001347,Barbara,Hershey
nm0001348,Werner,Herzog
nm0001349,Jennifer,Love
nm0001350,Benny,Hill
nm0001351,George,Roy
nm0001352,Terence,Hill
nm0001354,CiarĂˇn,Hinds
nm0001356,Hulk,Hogan
nm0001357,Paul,Hogan
nm0001358,Hal,Holbrook
nm0001359,Sterling,Holloway
nm0001360,John,Holmes
nm0001362,Bob,Hope
nm0001363,Jane,Horrocks
nm0001364,Bob,Hoskins
nm0001365,Whitney,Houston
nm0001366,Leslie,Howard
nm0001367,C.,Thomas
nm0001368,Ernie,Hudson
nm0001369,Rock,Hudson
nm0001370,Finola,Hughes
nm0001371,Tom,Hulce
nm0001372,Bonnie,Hunt
nm0001373,Linda,Hunt
nm0001374,Jeffrey,Hunter
nm0001375,Kim,Hunter
nm0001376,Isabelle,Huppert
nm0001377,Olivia,Hussey
nm0001378,Anjelica,Huston
nm0001379,John,Huston
nm0001380,Jim,Hutton
nm0001381,Lauren,Hutton
nm0001383,David,Hyde
nm0001384,Ice-T,
nm0001385,Eric,Idle
nm0001386,Natalie,Imbruglia
nm0001387,Kathy,Ireland
nm0001388,Amy,Irving
nm0001389,Chris,Isaak
nm0001390,Janet,Jackson
nm0001391,Michael,Jackson
nm0001393,IrĂ¨ne,Jacob
nm0001394,Derek,Jacobi
nm0001395,Richard,Jaeckel
nm0001396,Mick,Jagger
nm0001397,Brion,James
nm0001398,Jenna,Jameson
nm0001399,Marianne,Jean-Baptiste
nm0001400,Michelle,Johnson
nm0001401,Angelina,Jolie
nm0001402,Terry,Jones
nm0001404,Madeline,Kahn
nm0001406,Carol,Kane
nm0001407,Mitzi,Kapture
nm0001408,Shekhar,Kapur
nm0001409,TchĂ©ky,Karyo
nm0001411,William,Katt
nm0001412,Andy,Kaufman
nm0001413,Julie,Kavner
nm0001414,Danny,Kaye
nm0001416,Catherine,Keener
nm0001417,Brian,Keith
nm0001418,David,Keith
nm0001419,Sally,Kellerman
nm0001420,DeForest,Kelley
nm0001421,George,Kennedy
nm0001422,Persis,Khambatta
nm0001423,Richard,Kiel
nm0001424,Udo,Kier
nm0001425,Krzysztof,Kieslowski
nm0001426,Ben,Kingsley
nm0001427,Greg,Kinnear
nm0001428,Klaus,Kinski
nm0001429,Takeshi,Kitano
nm0001430,Jack,Klugman
nm0001431,Wayne,Knight
nm0001432,Charlie,Korsmo
nm0001433,Yaphet,Kotto
nm0001434,Kris,Kristofferson
nm0001435,Lisa,Kudrow
nm0001436,Swoosie,Kurtz
nm0001437,Emir,Kusturica
nm0001439,Anthony,LaPaglia
nm0001440,Cheryl,Ladd
nm0001441,Christine,Lahti
nm0001442,Ricki,Lake
nm0001443,Hedy,Lamarr
nm0001444,Lorenzo,Lamas
nm0001445,Martin,Landau
nm0001446,Michael,Landon
nm0001447,Nathan,Lane
nm0001448,Jessica,Lange
nm0001449,Frank,Langella
nm0001450,Angela,Lansbury
nm0001451,Queen,Latifah
nm0001452,Charles,Laughton
nm0001453,Piper,Laurie
nm0001454,Martin,Lawrence
nm0001455,Matt,LeBlanc
nm0001456,Kelly,LeBrock
nm0001457,James,Le
nm0001458,Cloris,Leachman
nm0001459,Denis,Leary
nm0001461,Virginie,Ledoyen
nm0001462,Jason,Scott
nm0001463,Janet,Leigh
nm0001464,Kay,Lenz
nm0001467,Jared,Leto
nm0001468,David,Letterman
nm0001470,Charlotte,Lewis
nm0001471,Jerry,Lewis
nm0001472,Jet,Li
nm0001473,Laura,Linney
nm0001474,Tommy,'Tiny'
nm0001475,John,Lithgow
nm0001476,Cleavon,Little
nm0001477,Robyn,Lively
nm0001478,June,Lockhart
nm0001479,Carole,Lombard
nm0001480,Shelley,Long
nm0001481,Tina,Louise
nm0001482,Courtney,Love
nm0001483,Linda,Lovelace
nm0001484,Jon,Lovitz
nm0001485,Myrna,Loy
nm0001487,John,Lynch
nm0001488,Kelly,Lynch
nm0001489,Paul,Lynde
nm0001491,Melanie,Lynskey
nm0001492,Kyle,MacLachlan
nm0001493,Peter,MacNicol
nm0001494,Ralph,Macchio
nm0001495,Patrick,Macnee
nm0001496,Amy,Madigan
nm0001497,Tobey,Maguire
nm0001498,John,Mahoney
nm0001499,Tina,Majorino
nm0001500,Karl,Malden
nm0001503,Dinah,Manoff
nm0001504,Marilyn,Manson
nm0001505,Joe,Mantegna
nm0001506,Jane,March
nm0001507,Cheech,Marin
nm0001508,Penny,Marshall
nm0001509,Dean,Martin
nm0001510,Strother,Martin
nm0001511,Lee,Marvin
nm0001512,Mary,Elizabeth
nm0001513,Tim,Matheson
nm0001514,Victor,Mature
nm0001515,Joseph,Mazzello
nm0001516,Rue,McClanahan
nm0001517,Catherine,McCormack
nm0001518,Dylan,McDermott
nm0001519,Ian,McDiarmid
nm0001520,Christopher,McDonald
nm0001521,Mary,McDonnell
nm0001522,Roddy,McDowall
nm0001523,Natascha,McElhone
nm0001524,Paul,McGann
nm0001525,John,C.
nm0001526,Patrick,McGoohan
nm0001527,Elizabeth,McGovern
nm0001528,Don,McKellar
nm0001529,Nancy,McKeon
nm0001530,William,McNamara
nm0001531,Kristy,McNichol
nm0001533,Meat,Loaf
nm0001534,Michelle,Meyrink
nm0001535,Dale,Midkiff
nm0001536,ToshirĂ´,Mifune
nm0001537,Ray,Milland
nm0001538,Jonny,Lee
nm0001539,Hayley,Mills
nm0001540,Rachel,Miner
nm0001541,Kylie,Minogue
nm0001542,Jay,Mohr
nm0001543,Gretchen,Mol
nm0001544,Ricardo,Montalban
nm0001545,Dudley,Moore
nm0001546,Mary,Tyler
nm0001547,Agnes,Moorehead
nm0001548,Rick,Moranis
nm0001549,Rita,Moreno
nm0001550,Cathy,Moriarty
nm0001551,Alanis,Morissette
nm0001552,Pat,Morita
nm0001555,Rob,Morrow
nm0001556,David,Morse
nm0001557,Viggo,Mortensen
nm0001558,Mr.,T
nm0001559,Audie,Murphy
nm0001560,Ornella,Muti
nm0001561,Jim,Nabors
nm0001562,Kathy,Najimy
nm0001563,Kitten,Natividad
nm0001564,Bebe,Neuwirth
nm0001565,Mike,Newell
nm0001567,Connie,Nielsen
nm0001568,Lisa,Niemi
nm0001569,Chuck,Norris
nm0001570,Edward,Norton
nm0001571,Kim,Novak
nm0001572,Danny,Nucci
nm0001573,Catherine,O'Hara
nm0001574,Michael,O'Keefe
nm0001575,Tatum,O'Neal
nm0001576,Heather,O'Rourke
nm0001577,Maureen,O'Sullivan
nm0001578,Annette,O'Toole
nm0001579,Edward,James
nm0001580,Ashley,Olsen
nm0001581,Mary-Kate,Olsen
nm0001582,Susan,Olsen
nm0001583,Jerry,Orbach
nm0001584,Miranda,Otto
nm0001585,Kelly,Packard
nm0001586,Joanna,Pacula
nm0001588,Jack,Palance
nm0001589,Michael,Palin
nm0001590,Chazz,Palminteri
nm0001592,Joe,Pantoliano
nm0001593,Anna,Paquin
nm0001594,Anne,Parillaud
nm0001595,Michael,ParĂ©
nm0001596,Pier,Paolo
nm0001597,Mandy,Patinkin
nm0001598,Robert,Patrick
nm0001599,Will,Patton
nm0001600,Adrian,Paul
nm0001601,David,Paymer
nm0001602,Guy,Pearce
nm0001604,Nia,Peeples
nm0001605,Amanda,Peet
nm0001606,Chris,Penn
nm0001607,Sydney,Penny
nm0001608,Barry,Pepper
nm0001609,Rosie,Perez
nm0001610,Elizabeth,Perkins
nm0001611,Max,Perlich
nm0001612,Matthew,Perry
nm0001613,Bernadette,Peters
nm0001614,Lori,Petty
nm0001615,Elizabeth,PeĂ±a
nm0001616,Mekhi,Phifer
nm0001617,Lou,Diamond
nm0001618,Joaquin,Phoenix
nm0001619,Summer,Phoenix
nm0001620,Slim,Pickens
nm0001621,Bronson,Pinchot
nm0001622,Danny,Pintauro
nm0001623,Maria,Pitillo
nm0001624,Oliver,Platt
nm0001625,Amanda,Plummer
nm0001626,Christopher,Plummer
nm0001627,Sidney,Poitier
nm0001628,Sydney,Pollack
nm0001629,Kevin,Pollak
nm0001630,Tracy,Pollan
nm0001631,Sarah,Polley
nm0001632,Teri,Polo
nm0001633,Annie,Potts
nm0001634,CCH,Pounder
nm0001635,William,Powell
nm0001636,Priscilla,Presley
nm0001637,Vincent,Price
nm0001638,JĂĽrgen,Prochnow
nm0001640,Richard,Pryor
nm0001641,Vincent,Perez
nm0001642,Randy,Quaid
nm0001643,Linnea,Quigley
nm0001644,Aidan,Quinn
nm0001646,Ted,Raimi
nm0001647,Claude,Rains
nm0001648,Charlotte,Rampling
nm0001649,Anne,Ramsey
nm0001650,Michael,Rapaport
nm0001651,Basil,Rathbone
nm0001652,John,Ratzenberger
nm0001653,Stephen,Rea
nm0001654,Ronald,Reagan
nm0001655,Lynn,Redgrave
nm0001656,Donna,Reed
nm0001657,Oliver,Reed
nm0001658,Robert,Reed
nm0001659,Christopher,Reeve
nm0001660,George,Reeves
nm0001661,Rob,Reiner
nm0001662,Judge,Reinhold
nm0001663,Paul,Reiser
nm0001664,James,Remar
nm0001665,Lee,Remick
nm0001666,Debbie,Reynolds
nm0001667,Jonathan,Rhys
nm0001668,Kim,Richards
nm0001669,Miranda,Richardson
nm0001670,Natasha,Richardson
nm0001671,Diana,Rigg
nm0001672,Joan,Rivers
nm0001673,Jason,Robards
nm0001674,Chris,Rock
nm0001677,Ginger,Rogers
nm0001678,Roy,Rogers
nm0001679,Mark,Rolston
nm0001680,Robert,Romanus
nm0001682,Mickey,Rooney
nm0001683,Roseanne,Barr
nm0001684,Katharine,Ross
nm0001685,Rick,Rossovich
nm0001686,Cynthia,Rothrock
nm0001687,Gena,Rowlands
nm0001688,Alan,Ruck
nm0001689,Mercedes,Ruehl
nm0001690,Jennifer,Runyon
nm0001691,Geoffrey,Rush
nm0001692,Ken,Russell
nm0001693,Eva,Marie
nm0001694,Meredith,Salenger
nm0001695,George,Sanders
nm0001696,Julian,Sands
nm0001697,Chris,Sarandon
nm0001698,John,Savage
nm0001699,Telly,Savalas
nm0001701,Devon,Sawa
nm0001702,Roy,Scheider
nm0001703,Maximilian,Schell
nm0001704,Vincent,Schiavelli
nm0001705,Rob,Schneider
nm0001706,Michael,Schoeffling
nm0001709,Til,Schweiger
nm0001710,David,Schwimmer
nm0001711,Annabella,Sciorra
nm0001712,Tracy,Scoggins
nm0001713,Izabella,Scorupco
nm0001714,Campbell,Scott
nm0001715,George,C.
nm0001716,Tony,Scott
nm0001717,Kyle,Secor
nm0001718,Kyra,Sedgwick
nm0001719,George,Segal
nm0001720,Ivan,Sergei
nm0001721,ChloĂ«,Sevigny
nm0001722,Rufus,Sewell
nm0001723,Tom,Shadyac
nm0001724,Tony,Shalhoub
nm0001725,Omar,Sharif
nm0001726,Helen,Shaver
nm0001727,Robert,Shaw
nm0001728,Wallace,Shawn
nm0001729,Craig,Sheffer
nm0001730,Deborah,Shelton
nm0001731,Sam,Shepard
nm0001732,Cybill,Shepherd
nm0001733,Nicollette,Sheridan
nm0001734,Armin,Shimerman
nm0001735,Talia,Shire
nm0001736,Pauly,Shore
nm0001737,Martin,Short
nm0001738,Jonathan,Silverman
nm0001739,Jean,Simmons
nm0001740,O.J.,Simpson
nm0001742,Lori,Singer
nm0001743,Marc,Singer
nm0001744,Tom,Sizemore
nm0001745,Stellan,SkarsgĂĄrd
nm0001746,Ione,Skye
nm0001747,Charles,Martin
nm0001748,Kurtwood,Smith
nm0001749,Maggie,Smith
nm0001750,Madolyn,Smith
nm0001751,Jimmy,Smits
nm0001753,P.J.,Soles
nm0001754,Todd,Solondz
nm0001755,Suzanne,Somers
nm0001756,Barry,Sonnenfeld
nm0001757,Kevin,Sorbo
nm0001758,Timothy,Spall
nm0001759,Vincent,Spano
nm0001760,Tori,Spelling
nm0001761,Jerry,Springer
nm0001762,Jill,St.
nm0001763,Nick,Stahl
nm0001764,John,Stamos
nm0001765,Harry,Dean
nm0001766,Barbara,Stanwyck
nm0001767,Imelda,Staunton
nm0001768,Rod,Steiger
nm0001769,Howard,Stern
nm0001770,Fisher,Stevens
nm0001771,Stella,Stevens
nm0001772,Patrick,Stewart
nm0001773,David,Ogden
nm0001774,Ben,Stiller
nm0001776,Sting,
nm0001777,Dean,Stockwell
nm0001779,Tom,Stoppard
nm0001780,Peter,Stormare
nm0001781,Julie,Strain
nm0001782,Susan,Strasberg
nm0001783,Sally,Struthers
nm0001784,Gloria,Stuart
nm0001785,Kristy,Swanson
nm0001786,George,Takei
nm0001787,Jeffrey,Tambor
nm0001788,Jessica,Tandy
nm0001790,Sharon,Tate
nm0001791,Robert,Taylor
nm0001792,Rod,Taylor
nm0001793,Heather,Thomas
nm0001794,Henry,Thomas
nm0001795,Jonathan,Taylor
nm0001796,Richard,Thomas
nm0001797,Rachel,Ticotin
nm0001798,Kevin,Tighe
nm0001800,Rip,Torn
nm0001801,Robert,Towne
nm0001802,Nancy,Travis
nm0001803,Danny,Trejo
nm0001804,Stanley,Tucci
nm0001805,Lana,Turner
nm0001806,John,Turturro
nm0001807,Cicely,Tyson
nm0001808,Tracey,Ullman
nm0001809,Jay,Underwood
nm0001810,Robert,Urich
nm0001811,Peter,Ustinov
nm0001812,Lee,Van
nm0001813,Dick,Van
nm0001814,Gus,Van
nm0001815,Jim,Varney
nm0001816,Robert,Vaughn
nm0001817,Reginald,VelJohnson
nm0001818,Jesse,Ventura
nm0001819,Petra,Verkaik
nm0001820,Abe,Vigoda
nm0001821,Jan-Michael,Vincent
nm0001822,Robert,Wagner
nm0001823,Tom,Waits
nm0001824,Ally,Walker
nm0001825,Andrew,Kevin
nm0001826,M.,Emmet
nm0001827,Ray,Walston
nm0001828,Melora,Walters
nm0001829,Rachel,Ward
nm0001830,Sophie,Ward
nm0001831,David,Warner
nm0001832,Sam,Waterston
nm0001833,Emily,Watson
nm0001834,Damon,Wayans
nm0001835,Carl,Weathers
nm0001836,Steven,Weber
nm0001838,Rachel,Weisz
nm0001839,Tuesday,Weld
nm0001840,Ming-Na,Wen
nm0001841,George,Wendt
nm0001842,Adam,West
nm0001844,Frank,Whaley
nm0001845,Forest,Whitaker
nm0001846,Vanna,White
nm0001847,Richard,Widmark
nm0001848,Dianne,Wiest
nm0001849,Kathleen,Wilhoite
nm0001850,Billy,Dee
nm0001851,JoBeth,Williams
nm0001852,Treat,Williams
nm0001853,Vanessa,Williams
nm0001854,Rita,Wilson
nm0001855,Thomas,F.
nm0001856,Oprah,Winfrey
nm0001857,Henry,Winkler
nm0001858,Mare,Winningham
nm0001859,Shelley,Winters
nm0001860,Alicia,Witt
nm0001861,Katarina,Witt
nm0001862,Mary,Woronov
nm0001863,Kari,Wuhrer
nm0001864,Noah,Wyle
nm0001865,Amy,Yasbeck
nm0001866,Bolo,Yeung
nm0001867,Amy,Yip
nm0001868,Michael,York
nm0001869,Tina,Yothers
nm0001870,Robert,Young
nm0001871,Pia,Zadora
nm0001872,Steve,Zahn
nm0001875,Anthony,Zerbe
nm0001876,Catherine,Zeta-Jones
nm0001879,Daphne,Zuniga
nm0001881,Maryam,d'Abo
nm0001882,Olivia,d'Abo
nm0001883,Jenna,von
nm0001884,Max,von
nm0001886,Howard,Ross
nm0001888,Robert,Douglas
nm0001889,Charles,Hawtrey
nm0001890,Hugh,Herbert
nm0001891,Anthony,Higgins
nm0001893,John,Archer
nm0001894,Danny,Dayton
nm0001895,Glenn,Miller
nm0001896,John,W.
nm0001900,Danny,Aiello
nm0001901,Chantal,Akerman
nm0001902,Edward,Albert
nm0001903,Norma,Aleandro
nm0001904,Corey,Allen
nm0001906,Kirk,Alyn
nm0001907,Eric,Ambler
nm0001908,Gilbert,M.
nm0001909,BjĂ¶rn,AndrĂ©sen
nm0001911,Philip,Anglim
nm0001912,Paul,Anka
nm0001913,Little,Oral
nm0001914,Adam,Ant
nm0001916,Arletty,
nm0001917,Pedro,ArmendĂˇriz
nm0001918,Louis,Armstrong
nm0001919,Peggy,Ashcroft
nm0001920,Isaac,Asimov
nm0001922,Jean-Pierre,Aumont
nm0001923,Margaret,Avery
nm0001924,Hoyt,Axton
nm0001926,Joan,Baez
nm0001927,Josephine,Baker
nm0001929,Josiane,Balasko
nm0001930,Russell,Banks
nm0001931,Binnie,Barnes
nm0001932,Richard,Barthelmess
nm0001933,Geoffrey,Bayldon
nm0001934,Kabir,Bedi
nm0001935,Noah,Beery
nm0001936,Roxanne,Blaze
nm0001938,Richard,Belzer
nm0001939,Maurice,Benard
nm0001940,Peter,Benchley
nm0001941,Iris,Berben
nm0001942,Luca,Bercovici
nm0001943,Marisa,Berenson
nm0001944,Edgar,Bergen
nm0001945,Claude,Berri
nm0001946,Chuck,Berry
nm0001947,Turhan,Bey
nm0001948,Charles,Bickford
nm0001949,Andrew,Birkin
nm0001950,Steve,Bisley
nm0001951,BjĂ¶rk,
nm0001952,RubĂ©n,Blades
nm0001953,Moritz,Bleibtreu
nm0001954,Claire,Bloom
nm0001955,Ann,Blyth
nm0001956,John,Wayne
nm0001957,Lloyd,Bochner
nm0001958,Dirk,Bogarde
nm0001959,Corinne,Bohrer
nm0001960,Romane,Bohringer
nm0001961,Ray,Bolger
nm0001963,Jesse,Borrego
nm0001965,Ă‰lodie,Bouchez
nm0001966,Clara,Bow
nm0001967,Peter,Boyle
nm0001968,Elizabeth,Bracco
nm0001969,Ray,Bradbury
nm0001970,Klaus,Maria
nm0001971,Ewen,Bremner
nm0001972,Richard,Briers
nm0001973,Christie,Brinkley
nm0001974,Blair,Brown
nm0001975,Roscoe,Lee
nm0001976,Horst,Buchholz
nm0001977,Charles,Bukowski
nm0001978,Emma,Bunton
nm0001979,Tom,Burlinson
nm0001981,Spring,Byington
nm0001982,Sebastian,Cabot
nm0001983,Rory,Calhoun
nm0001984,Naomi,Campbell
nm0001985,Christy,Canyon
nm0001986,Truman,Capote
nm0001987,Tantoo,Cardinal
nm0001988,Marc,Caro
nm0001989,Leslie,Caron
nm0001990,Elpidia,Carrillo
nm0001991,Leo,G.
nm0001992,Johnny,Carson
nm0001993,Vincent,Cassel
nm0001994,Michael,Caton-Jones
nm0001995,George,Chakiris
nm0001996,Jeff,Chandler
nm0001997,Patricia,Charbonneau
nm0001998,Cyd,Charisse
nm0001999,Maury,Chaykin
nm0002000,Leslie,Cheung
nm0002001,Maurice,Chevalier
nm0002002,Shin'ichi,Chiba
nm0002003,David,Chokachi
nm0002004,Sarita,Choudhury
nm0002006,Thomas,Haden
nm0002009,Arthur,C.
nm0002010,Christian,Clavier
nm0002011,Lee,J.
nm0002012,Randall,'Tex'
nm0002013,Charles,Coburn
nm0002014,Iron,Eyes
nm0002015,Phil,Collins
nm0002016,William,Conrad
nm0002017,Richard,Conte
nm0002018,Tom,Conti
nm0002019,Kevin,Corcoran
nm0002021,NoĂ«l,Coward
nm0002022,Jeanne,Crain
nm0002023,Matt,Craven
nm0002024,Broderick,Crawford
nm0002025,Hume,Cronyn
nm0002026,Mary,Crosby
nm0002027,Ben,Cross
nm0002028,Sheryl,Crow
nm0002029,Maria,Grazia
nm0002031,Michael,Curtiz
nm0002032,Roger,Daltrey
nm0002033,Tyne,Daly
nm0002034,Jane,Darwell
nm0002035,Sammy,Davis
nm0002036,Ann,B.
nm0002037,Cliff,De
nm0002038,Gloria,DeHaven
nm0002039,Ruby,Dee
nm0002040,Vanessa,del
nm0002041,Dean,Devlin
nm0002043,Madhuri,Dixit
nm0002046,Brian,Donlevy
nm0002047,Diana,Dors
nm0002048,Melvyn,Douglas
