nm0001757,Kevin,Sorbo
nm0001759,Vincent,Spano
nm0001760,Tori,Spelling
nm0001761,Jerry,Springer
nm0001763,Nick,Stahl
nm0001764,John,Stamos
nm0001769,Howard,Stern
nm0001770,Fisher,Stevens
nm0001772,Patrick,Stewart
nm0001774,Ben,Stiller
nm0001775,Whit,Stillman
nm0001778,Matt,Stone
nm0001779,Tom,Stoppard
nm0001780,Peter,Stormare
nm0001781,Julie,Strain
nm0001785,Kristy,Swanson
nm0001794,Henry,Thomas
nm0001796,Richard,Thomas
nm0001799,John,Toll
nm0001800,Rip,Torn
nm0001801,Robert,Towne
nm0001802,Nancy,Travis
nm0001803,Danny,Trejo
nm0001804,Stanley,Tucci
nm0001805,Lana,Turner
nm0001807,Cicely,Tyson
nm0001808,Tracey,Ullman
nm0001810,Robert,Urich
nm0001813,Dick,Van
nm0001814,Gus,Van
nm0001818,Jesse,Ventura
nm0001819,Petra,Verkaik
nm0001821,Jan-Michael,Vincent
nm0001822,Robert,Wagner
nm0001824,Ally,Walker
nm0001832,Sam,Waterston
nm0001834,Damon,Wayans
nm0001836,Steven,Weber
nm0001837,Peter,Weir
nm0001838,Rachel,Weisz
nm0001845,Forest,Whitaker
nm0001846,Vanna,White
nm0001847,Richard,Widmark
nm0001851,JoBeth,Williams
nm0001853,Vanessa,Williams
nm0001854,Rita,Wilson
nm0001855,Thomas,F.
nm0001856,Oprah,Winfrey
nm0001857,Henry,Winkler
nm0001859,Shelley,Winters
nm0001861,Katarina,Witt
nm0001863,Kari,Wuhrer
nm0001864,Noah,Wyle
nm0001868,Michael,York
nm0001870,Robert,Young
nm0001873,Steven,Zaillian
nm0001878,David,Zucker
nm0001879,Daphne,Zuniga
nm0001880,Edward,Zwick
nm0001881,Maryam,d'Abo
nm0001885,Lars,von
nm0001887,Paul,Brickman
nm0001888,Robert,Douglas
nm0001907,Eric,Ambler
nm0001908,Gilbert,M.
nm0001915,Emile,Ardolino
nm0001917,Pedro,ArmendĂˇriz
nm0001921,Paul,Attanasio
nm0001930,Russell,Banks
nm0001931,Binnie,Barnes
nm0001932,Richard,Barthelmess
nm0001938,Richard,Belzer
nm0001940,Peter,Benchley
nm0001942,Luca,Bercovici
nm0001945,Claude,Berri
nm0001947,Turhan,Bey
nm0001953,Moritz,Bleibtreu
nm0001965,Ă‰lodie,Bouchez
nm0001969,Ray,Bradbury
nm0001971,Ewen,Bremner
nm0001983,Rory,Calhoun
nm0001984,Naomi,Campbell
nm0001987,Tantoo,Cardinal
nm0001993,Vincent,Cassel
nm0001994,Michael,Caton-Jones
nm0001996,Jeff,Chandler
nm0002003,David,Chokachi
nm0002006,Thomas,Haden
nm0002007,Tom,Clancy
nm0002010,Christian,Clavier
nm0002016,William,Conrad
nm0002019,Kevin,Corcoran
nm0002020,Costa-Gavras,
nm0002024,Broderick,Crawford
nm0002025,Hume,Cronyn
nm0002029,Maria,Grazia
nm0002032,Roger,Daltrey
nm0002035,Sammy,Davis
nm0002041,Dean,Devlin
nm0002044,Roger,Donaldson
nm0002045,Stanley,Donen
nm0002046,Brian,Donlevy
nm0002055,Alison,Eastwood
nm0002059,Lisa,Eichhorn
nm0002061,Maurice,Elvey
nm0002064,Giancarlo,Esposito
nm0002066,Ramon,Estevez
nm0002071,Will,Ferrell
nm0002081,Edward,Fox
nm0002082,James,Franciscus
nm0002089,Sidney,J.
nm0002090,Zach,Galligan
nm0002092,John,Garfield
nm0002101,Robin,Givens
nm0002102,Sharon,Gless
nm0002104,Paulette,Goddard
nm0002115,Wayne,Gretzky
nm0002119,Arsenio,Hall
nm0002122,Harry,Hamlin
nm0002124,Melora,Hardin
nm0002127,Mariska,Hargitay
nm0002129,Gregory,Harrison
nm0002131,Laurence,Harvey
nm0002132,Amy,Heckerling
nm0002134,Paul,Henreid
nm0002137,Arthur,Hiller
nm0002144,John,Houseman
nm0002147,Tab,Hunter
nm0002160,Moustapha,Akkad
nm0002161,Hans,Albers
nm0002164,Irving,Allen
nm0002170,Ashok,Amritraj
nm0002172,Mukul,Anand
nm0002175,Ken,Annakin
nm0002178,Alexandre,Arcady
nm0002181,Imanol,Arias
nm0002187,Giorgos,Arvanitis
nm0002194,Pupi,Avati
nm0002195,Hy,Averback
nm0002199,Hector,Babenco
nm0002206,Kevin,Brownlow
nm0002207,Richard,Franklin
nm0002211,Christopher,DeFaria
nm0002213,Anders,Bohman
nm0002216,Yves,Robert
nm0002220,Alexander,Scherer
nm0002223,Vera,Anderson
nm0002224,James,Moll
nm0002230,Carlos,Gallardo
nm0002234,Scott,Robertson
nm0002238,John,A.
nm0002245,Tzi,Ma
nm0002252,David,A.
nm0002258,Jeffrey,Abramson
nm0002272,Glenn,M.
nm0002273,Brett,Boydstun
nm0002274,Nina,Gold
nm0002276,Reinier,Selen
nm0002285,Pat,O'Brien
nm0002286,Michael,W.
nm0002287,Gary,Kauffman
nm0002290,Loren,Avedon
nm0002312,Obie,Benz
nm0002318,John,Foster
nm0002322,Richard,Burns
nm0002326,Al,Sapienza
nm0002329,Christopher,Prince
nm0002331,Stephen,Jones
nm0002332,Stephen,Lang
nm0002333,Robert,Estrin
nm0002336,Declan,Quinn
nm0002337,Roger,Christian
nm0002338,Jack,Clayton
nm0002339,Allen,Coulter
nm0002340,Stuart,Gordon
nm0002342,Richard,Whelan
nm0002347,Kate,O'Toole
nm0002349,Kevin,Inch
nm0002350,Jim,Meskimen
nm0002351,Juli-Ann,Kay
nm0002357,JD,Roberto
nm0002359,Katy,Wallin
nm0002363,Don,Neudecker
nm0002364,Dante,Basco
nm0002365,Dion,Basco
nm0002371,Karen,Arbeeny
nm0002375,Ron,McLeod
nm0002376,David,Hare
nm0002377,Stephen,Semel
nm0002382,Paul,Chart
nm0002385,Linda,Moran
nm0002387,Andrew,Cohen
nm0002388,Patrick,Doody
nm0002389,Nigel,Plaskitt
nm0002391,Dwayne,Adway
nm0002392,Brad,Kersch
nm0002394,Chris,H.
nm0002396,Scott,Shaw
nm0002397,Andrew,Z.
nm0002399,Alik,Sakharov
nm0002400,Suresh,Jindal
nm0002401,David,Max
nm0002402,Mark,Allen
nm0002403,Todd,Baker
nm0002405,Scott,Harris
nm0002406,Harry,Jay
nm0002408,Todd,R.
nm0002409,Paul,Blomdahl
nm0002412,Michael,Fallavollita
nm0002413,David,Jackson
nm0002417,Daniel,Pyne
nm0002418,Colin,Brunton
nm0002419,Jay,Sedrish
nm0002420,Barry,Stone
nm0002421,Robert,McDonaugh
nm0002426,Anthony,Bennett
nm0002427,Rob,Merilees
nm0002429,Lloyd,A.
nm0002431,Nicholas,Tabarrok
nm0002433,Scott,Smith
nm0002436,Shannon,Elizabeth
nm0002437,Michael,Kevin
nm0002438,Burnie,Burns
nm0002439,Guy,Camara
nm0002445,Bob,Shayne
nm0002447,Ian,D.
nm0002449,Martin,Veselich
nm0002451,Amy,R.
nm0002454,Larry,Lerner
nm0002455,Neil,P.
nm0002456,Melissa,Lintinger
nm0002457,David,Brady
nm0002459,T.C.,Christensen
nm0002461,Mike,Cheda
nm0002463,Guillermo,FernĂˇndez
nm0002464,Karen,F.
nm0002466,Ryan,B.
nm0002472,Scott,Shiffman
nm0002473,Ellen,Rutter
nm0002475,Barry,Dignam
nm0002479,Steven,J.
nm0002480,Carmen,Cuba
nm0002486,Stephen,Barden
nm0002488,Ellen,Freyer
nm0002489,Karl,Anton
nm0002494,Michael,Cedar
nm0002498,Matthew,L.
nm0002503,Harry,Carey
nm0002505,Michael,Horowitz
nm0002507,Timothy,Bird
nm0002511,Scott,Schneid
nm0002517,Lee,Purcell
nm0002520,Jeff,Mazzola
nm0002522,Jonathan,Buss
nm0002524,Kurt,Kaya
nm0002525,Kevin,Marcy
nm0002526,Robert,Zappia
nm0002530,Kelly,Wagner
nm0002531,Pascal,Maeder
nm0002532,Nick,O'Hagan
nm0002534,Alex,Erkiletian
nm0002541,Terry,Morse
nm0002545,Preston,Sturges
nm0002546,Mena,Suvari
nm0002548,Ruby,Yang
nm0002549,Marcelo,Itzkoff
nm0002550,Laura,Julian
nm0002553,Alexis,Magagni-Seely
nm0002555,Konstantin,Seitz
nm0002564,Marc,Stekelenburg
nm0002566,Caleb,Womble
nm0002567,Patricia,Kruijer
nm0002572,Christopher,Alender
nm0002573,Bill,Corcoran
nm0002574,Gerard,DiNardi
nm0002575,Sergio,Ercolessi
nm0002578,Thomas,J.
nm0002582,Christopher,Rouse
nm0002584,Amanda,Slater
nm0002588,Glenn,Saxson
nm0002589,George,Larkin
nm0002590,Harry,Grey
nm0002592,David,Fickas
nm0002598,Robert,Benedetti
nm0002599,Ricki,Maslar
nm0002601,Gary,S.
nm0002602,Armin,Hofmann
nm0002604,Robert,Blanche
nm0002606,David,Price
nm0002612,Lisa,Skinstad
nm0002615,Siegmund,Lubin
nm0002616,Anita,Loos
nm0002617,Matthew,Hintlian
nm0002622,Paul,Maslak
nm0002625,Alison,E.
nm0002627,Monty,Berman
nm0002631,Patrick,McIntire
nm0002638,Robert,F.
nm0002643,Robert,A.
nm0002651,Gary,Rosen
nm0002653,Joe,Johnston
nm0002654,Bill,Schwarz
nm0002657,Gary,Ross
nm0002659,Les,Weldon
nm0002662,Orestes,Matacena
nm0002664,David,Diliberto
nm0002668,George,'Buck'
nm0002670,Trevor,Black
nm0002678,Lincoln,Stalmaster
nm0002688,Mitch,Davis
nm0002689,Dana,MacDuff
nm0002690,Danica,DeCosto
nm0002692,Joshua,Tunick
nm0002695,Amit,Khanna
nm0002700,Malcolm,D.
nm0002704,Bill,D'Elia
nm0002709,Richard,Clabaugh
nm0002710,Jeremy,C.
nm0002711,Michael,Doherty
nm0002718,Brian,Koppelman
nm0002723,Renny,Rye
nm0002724,Herbert,Wright
nm0002726,Roger,Young
nm0002730,Fiona,Winning
nm0002732,Taz,Goldstein
nm0002735,Robert,J.
nm0002736,D.A.,Metrov
nm0002738,Cliff,Lanning
nm0002739,Daniel,Geller
nm0002740,Ben,Eberhard
nm0002743,Daniel,McVicar
nm0002746,Terra,Abroms
nm0002749,Michael,Nankin
nm0002753,Elvira,Bolz
nm0002754,Steven,Tyler
nm0002758,Jean-Claude,Schlim
nm0002764,Tina,Pehme
nm0002766,Larry,Lalonde
nm0002772,Jay,Jennings
nm0002777,Larry,Mendte
nm0002784,Frank,Simeone
nm0002787,Steve,Cohen
nm0002790,Mark,Hager
nm0002791,Craig,Dabrowski
nm0002793,Antony,Thomas
nm0002800,Scott,Levy
nm0002804,Joyce,Marie
nm0002806,Bart,Schroeven
nm0002812,Rick,Nathanson
nm0002813,Amanda,White
nm0002822,Mark,Hosack
nm0002833,David,Webb
nm0002834,Brandon,L.
nm0002835,Adam,Bernstein
nm0002844,Donna,Wheeler
nm0002845,Amy,Segal
nm0002847,Sean-Michael,Smith
nm0002852,Bernhard,Lebourne
nm0002858,David,McGiffert
nm0002859,Ned,Kopp
nm0002861,William,T.
nm0002864,Michael,Markowitz
nm0002866,Christopher,Covert
nm0002874,Jennifer,Giles
nm0002876,Cathie,Filian
nm0002883,Brad,Arensman
nm0002888,Stephen,Blackehart
nm0002890,Walter,Halsey
nm0002901,Muse,Watson
nm0002902,Andy,Thompson
nm0002903,David,Tucker
nm0002907,Alexander,SkarsgĂĄrd
nm0002908,Kelly,Granite
nm0002909,Rachela,Williams
nm0002911,Jay,Holben
nm0002913,Chris,Jaymes
nm0002916,Ray,Brady
nm0002925,Isaac,Sehayek
nm0002926,Enrique,Chediak
nm0002927,Michael,Hofstein
nm0002930,Julie,St.
nm0002932,Greg,Walker
nm0002936,Kristina,Anapau
nm0002941,Kevin,Loader
nm0002942,Verton,R.
nm0002945,Francesco,Marras
nm0002947,Toby,Oliver
nm0002953,Judith,Vogelsang
nm0002954,Kellie,Ann
nm0002959,Stephen,Maynard
nm0002961,Frances,Burroughs
nm0002962,Alex,Corven
nm0002964,John,Covert
nm0002965,Curran,G.
nm0002966,Jonathan,Figg
nm0002971,Ăngel,Mena
nm0002972,Henric,Nieminen
nm0002975,Evi,Quaid
nm0002976,Kevin,Mukherji
nm0002977,J.,Keith
nm0002979,Lynn,Guthrie
nm0002982,Victoria,Arch
nm0002986,Howard,Young
nm0002989,Andrew,Stevens
nm0002990,Dianah,Wynter
nm0002991,Jill,Robertson
nm0002992,Jeff,Economy
nm0002997,Greg,Orrante
nm0002998,Kenneth,Hughes
nm0002999,Richard,S.
nm0003000,Alon,Bar
nm0003003,Ron,Gilbert
nm0003008,Liz,Kivowitz
nm0003009,Keith,Clark
nm0003010,Gary,Tuck
nm0003012,Michael,Creighton
nm0003015,Shannon,Denton
nm0003016,John,Gilbert
nm0003021,Chris,McKay
nm0003022,Lee,Rose
nm0003024,Roberto,Cimatti
nm0003028,Rodrigo,Botero
nm0003031,Caroline,Thompson
nm0003032,Bob,Ducsay
nm0003035,Frank,Morrone
nm0003042,Karl,Heinz
nm0003043,Alexander,Gradet
nm0003045,Brian,Ash
nm0003048,Suze,Randall
nm0003061,Alan,Dinehart
nm0003062,Alan,Dinehart
nm0003063,David,Tarleton
nm0003065,Steven,T
nm0003066,Gregg,Vance
nm0003068,Ron,Rapiel
nm0003069,James,DuMont
nm0003070,Michael,R.
nm0003072,Byron,A.
nm0003074,Brian,McNulty
nm0003075,Casey,Brown
nm0003076,Peter,Weyrauch
nm0003080,Rachel,Talalay
nm0003081,Doug,Metzger
nm0003083,Richard,Potter
nm0003085,Alan,Roberts
nm0003088,Chris,Noonan
nm0003091,Molly,Allen
nm0003095,Michael,Yaroshevsky
nm0003100,Guy,Bodart
nm0003104,Fabian,
nm0003109,Edward,Peghin
nm0003114,Emmy,Smith
nm0003115,Christine,Lakin
nm0003116,Anthony,C.
nm0003117,Ken,Wheat
nm0003119,Steve,Cubine
nm0003121,David,Quinn
nm0003126,Dan,Appel
nm0003127,Ken,Pisani
nm0003128,David,Jablin
nm0003129,John,J.
nm0003131,Jon,Kroll
nm0003132,Andre,Morgan
nm0003134,Gregory,Poppen
nm0003141,Alan,Bennett
nm0003144,Walter,Coblenz
nm0003145,Paul,Barry
nm0003146,Adam,Bernardi
nm0003150,Michael,Katleman
nm0003152,Sean,McGinly
nm0003157,E,Kurt
nm0003160,Christopher,McQuarrie
nm0003161,Sara,Barrett
nm0003162,Marc,Summers
nm0003163,Tucker,Gates
nm0003164,John,Brownlow
nm0003166,Kevin,Williams
nm0003167,Jace,Alexander
nm0003178,Andy,Picheta
nm0003181,Thomas,G.
nm0003182,Athena,Massey
nm0003183,Richard,Sharkey
nm0003186,Jordan,Alan
nm0003187,Ryan,Chan
nm0003197,Chris,Gilmer
nm0003199,Leon,Fromkess
nm0003200,Andrea,King
nm0003204,Ernst,Ritter
nm0003206,Clay,Westervelt
nm0003208,Alessandro,Jacchia
nm0003209,Martin,Kunert
nm0003210,C.,Ernst
nm0003227,Vicente,Sempere
nm0003229,Roger,Cardinal
nm0003230,Edward,R.
nm0003234,Wendi,Lampassi
nm0003239,Edgar,SoberĂłn
nm0003242,Jacqueline,L'Eveque
nm0003243,Jack,C.
nm0003247,Sherry,Greenberg
nm0003249,Kristofor,Brown
nm0003250,Michael,Bard
nm0003251,Steven,P.
nm0003253,Alexandra,Hoesdorff
nm0003254,Neil,Lundell
nm0003255,Chris,Perry
nm0003259,Nils,Post
nm0003261,Johnny,Kim
nm0003263,James,Bolt
nm0003264,Blake,B.
nm0003265,Sergio,Myers
nm0003268,Giovanni,Pedde
nm0003271,Rodney,Washington
nm0003274,Philip,Schulz-Deyle
nm0003275,Mark,L.
nm0003276,Ron,Ofer
nm0003283,Christopher,Webb
nm0003288,Ernesto,McCausland
nm0003289,John,Putch
nm0003294,Warren,Skeels
nm0003297,Andy,Brown
nm0003298,Scott,Rosenberg
nm0003301,Wolfgang,Esenwein
nm0003304,Andrew,Rosen
nm0003306,Jeff,Freilich
nm0003313,Lynne,Littman
nm0003314,Tim,Atzinger
nm0003318,Howard,Duff
nm0003319,Viktor,Giacobbo
nm0003321,Scott,Mitchell
nm0003323,Zevi,Ghivelder
nm0003328,Peter,Foldy
nm0003332,Julian,Richards
nm0003336,Jeanine,Rohn
nm0003342,E.,Bennett
nm0003344,Frank,Evans
nm0003346,Benjamin,Greenacre
nm0003349,Bing,Sokolsky
nm0003355,Christopher,Monger
nm0003358,Ted,Haimes
nm0003359,Basil,Grillo
nm0003362,Mark,Tobey
nm0003365,Marc,Pitre
nm0003368,David,Clayton
nm0003371,Wedigo,von
nm0003380,Douglas,Yellin
nm0003382,Alain,Mayor
nm0003385,John,C.
nm0003389,Kandice,King
nm0003398,Loni,Peristere
nm0003400,Joram,LĂĽrsen
nm0003406,Zane,Weiner
nm0003411,Ronny,Hallin
nm0003412,Declan,Recks
nm0003418,Rob,Cohen
nm0003419,Dayyan,Eng
nm0003425,Asta,Nielsen
nm0003426,Joseph,Baldwin
nm0003430,Jim,O'Grady
nm0003437,Judy,Cairo
nm0003440,John,R.
nm0003447,Whitney,Ransick
nm0003451,Robyn,Knoll
nm0003458,Steven,R.
nm0003460,Oscar,Beuselinck
nm0003462,George,Blumetti
nm0003465,Cristian,Olcina
nm0003467,Pamela,Dresser
nm0003469,Michael,Ferris
nm0003473,Alexander,Jovy
nm0003474,Troy,Miller
nm0003476,Miranda,K.
nm0003484,Tony,Grocki
nm0003487,Lon,Takiguchi
nm0003491,Darren,Kaliciak
nm0003494,Doug,Olear
nm0003497,Aaron,Lipstadt
nm0003500,Neil,Kaplan
nm0003505,Laini,Thompson
nm0003506,James,Mangold
nm0003510,Melanie,J.
nm0003515,Ralph,Winter
nm0003517,Jean,Beaudoin
nm0003523,Toby,Yates
nm0003524,Eric,Neal
nm0003525,Jay,Cannold
nm0003527,Ned,Bastille
nm0003528,RaĂşl,DĂˇvalos
nm0003529,Dan,Harris
nm0003533,Shawn,Paper
nm0003534,Peter,Pistor
nm0003535,Ken,Sanzel
nm0003536,Joe,Talbott
nm0003537,Jerry,A.
nm0003541,Gilles-Marie,TinĂ©
nm0003545,Christopher,Ball
nm0003557,Richard,J.
nm0003561,Mick,Erausquin
nm0003562,Stephen,Tibbo
nm0003567,Martin,Carr
nm0003569,Jan,Blomgren
nm0003571,Robert,Florio
nm0003575,Doug,Abel
nm0003576,Sebastian,Henckel-Donnersmarck
nm0003577,Kevin,R.
nm0003578,Ray,Nicholas
nm0003587,John,Penney
nm0003588,Craig,Pryce
nm0003593,Fred,Zinnemann
nm0003599,Daniel,M.
nm0003602,Gregory,M.
nm0003605,Monica,Deeter
nm0003610,Mike,Lanoue
nm0003612,Michael,Man-Kin
nm0003613,Jay,Shapiro
nm0003620,Kevin,Smith
nm0003633,Moet,Meira
nm0003636,Matthew,Spiegel
nm0003638,F.W.,Murnau
nm0003640,Scott,Arundale
nm0003641,Maeyen,A.
nm0003642,Jeff,Bessner
nm0003645,Daniel,Glasser
nm0003648,Paul,Kermizian
nm0003649,Henrique,Laplaine
nm0003653,Craig,Miller
nm0003656,Matthew,Kershaw
nm0003657,Stephen,A.
nm0003662,Graham,Yost
nm0003666,Debbie,Denise
nm0003669,James,M.
nm0003673,Richard,Brick
nm0003675,Lee,Cleary
nm0003676,C.,Courtney
nm0003681,Suzanne,Colvin
nm0003690,Paul,Ghirardani
nm0003692,Erik,C.
nm0003693,David,Allen
nm0003697,Florian,Henckel
nm0003708,L.,David
nm0003713,Marc,Pilvinsky
nm0003717,Gloria,Pryor
nm0003720,David,Womark
nm0003727,Marco,Speroni
nm0003731,Gregory,Alosio
nm0003732,Neil,Alumkal
nm0003733,Daniel,Attias
nm0003734,Lee,Beckett
nm0003735,Antony,J.
nm0003745,Anthony,Fabian
nm0003751,Marichelle,Daywalt
nm0003755,Paula,Lane
nm0003758,Gustavo,Lipsztein
nm0003761,Edward,T.
nm0003762,Alexandre,Michaud
nm0003766,Michael,Pakleppa
nm0003769,Dan,Sacks
nm0003770,Whitney,Saik
nm0003772,Richard,Schwartz
nm0003773,Claire,Schwob
nm0003774,Matt,Z.
nm0003779,Alessandra,Torresani
nm0003780,Ladd,Vance
nm0003781,Timothy,J.
nm0003782,Jeff,Winner
nm0003784,Joe,Grisaffi
nm0003785,Titus,Y.H.
nm0003786,Marc,Singer
nm0003788,Patti,McGuire
nm0003790,Carlos,Barbosa
nm0003791,Christian,Sebaldt
nm0003794,Ryszard,Bugajski
nm0003795,Kristina,Trirogoff
nm0003798,Donald,Martin
nm0003805,Geoffrey,Brown
nm0003806,Bill,Bannerman
nm0003807,Paul,Greenberg
nm0003808,Kate,Forster
nm0003809,Ari,Bass
nm0003814,Alana,Sosnova
nm0003816,Jamie,D.
nm0003817,Michael,Clarke
nm0003819,Kevin,Kelly
nm0003820,Andrew,Charas
nm0003825,Andrew,Neiderman
nm0003826,Eric,Parkinson
nm0003828,Martin,Pope
nm0003833,James,D.
nm0003836,Michael,Powell
nm0003837,Stuart,Cooper
nm0003841,Jon,Fries
nm0003843,Jack,Blum
nm0003844,Darla,Crane
nm0003849,Daniel,Hubbard
nm0003855,Peter,Dashkewytch
nm0003861,David,Jensen
nm0003864,Michael,S.
nm0003869,David,Parks
nm0003870,Marilyn,Ghigliotti
nm0003874,Robyn,Badger
nm0003877,Dan,Brown
nm0003878,David,Eric
nm0003880,Sam,Hill
nm0003884,Paulo,Machline
nm0003887,David,W.
nm0003888,J.A.,Steel
nm0003890,Marcel,Visbeen
nm0003894,Brian,Young
nm0003903,Catalina,Maria
nm0003906,Robert,Grand
nm0003907,Peter,Rosen
nm0003912,Andrew,Mulkani
nm0003915,Lindsay,Chag
nm0003917,Kelley,Cauthen
nm0003918,Leonor,Areal
nm0003919,Jeff,Ferris
nm0003926,Michael,Huens
nm0003930,Will,Wallace
nm0003931,Steve,Balderson
nm0003933,Mark,S.
nm0003934,David,Crowther
nm0003935,Ken,DuPuis
nm0003939,Vikramaditya,Motwane
nm0003940,Craig,H.
nm0003945,Jud,Cremata
nm0003947,Carey,Dietrich
nm0003948,Michael,Duggan
nm0003950,Vicky,Herman
nm0003955,Rick,B.
nm0003957,Brad,Marlowe
nm0003961,Allen,Ormerod
nm0003962,Mike,Rotman
nm0003966,Charles,R.
nm0003967,Benjamin,A.
nm0003971,David,Stephens
nm0003974,Philippe,Muyl
nm0003981,Lydia,Cornell
nm0003982,Miura,Kite
nm0003991,Beth,Colt
nm0003992,Charles,Burke
nm0003993,Toby,Jaffe
nm0003994,Christian,Williams
nm0003996,Butch,McCain
nm0004001,Mark,Archer
nm0004005,Marklen,Kennedy
nm0004008,Monika,Raebel
nm0004015,Diana,Horn
nm0004020,Steven,Douglas
nm0004021,Tim,Geideman
nm0004024,Simon,Mills
nm0004025,Erik,Fleming
nm0004026,Jeff,Hoffman
nm0004032,Thom,Powers
nm0004034,Elizabeth,Holder
nm0004039,Larry,A.
nm0004043,George,Zaloom
nm0004045,Massimo,Nouhra
nm0004046,Jean,Louis
nm0004047,Jack,Sojka
nm0004048,Paul,Raimondi
nm0004055,Marco,Black
nm0004056,Andrew,Stanton
nm0004057,Marietta,Carter-Narcisse
nm0004063,FranĂ§ois,Dagenais
nm0004068,Suju,Vijayan
nm0004076,Jonny,Vasic
nm0004079,Jim,Michaels
nm0004082,Geoff,Marslett
nm0004085,Hilary,Benson
nm0004086,Penny,Segal
nm0004087,Howard,Bernstein
nm0004092,Jean-Marc,FĂ©lio
nm0004093,Travis,Davis
nm0004094,Betsy,Thomas
nm0004095,Bobbie,Phillips
nm0004098,Ellen,Wheeler
nm0004102,Marc,Sadeghi
nm0004103,Michael,Derbas
nm0004105,Jay,Sandrich
nm0004106,Gregory,Ruzzin
nm0004107,Darrin,Klimek
nm0004108,Brett,Miller
nm0004111,Mark,Frost
nm0004117,Roger,Bondelli
nm0004121,Mikael,Salomon
nm0004123,Dave,Kluft
nm0004126,Ian,Gilmour
nm0004128,Craig,Campobasso
nm0004129,Sheri,Bylander
nm0004131,Antoine,Beau
nm0004132,Jill,Footlick
nm0004145,Peter,Lance
nm0004148,Don,Kirshner
nm0004150,Jeremy,Benning
nm0004152,Roel,ReinĂ©
nm0004159,Tom,Tangen
nm0004163,Marco,Guidone
nm0004165,Lance,W.
nm0004174,Frederick,Howard
nm0004176,Lisa,C.
nm0004177,Tiffany,Smith
nm0004181,Ronald,Shore
nm0004184,Robert,Dassanowsky
nm0004186,Peter,Hanrahan
nm0004187,Casey,Cannon
nm0004188,Rea,Tajiri
nm0004189,Tamara,Johnson
nm0004192,Kenny,Hotz
nm0004193,Debbie,Rochon
nm0004194,Lyn,Pinezich
nm0004196,Verne,Nobles
nm0004203,Abi,FeijĂł
nm0004209,E.B.,Hughes
nm0004211,Nikolas,Korda
nm0004212,Peter,F.
nm0004214,Bey,Logan
nm0004215,Mark,Lombardo
nm0004217,AndrĂ©,Ăvredal
nm0004223,Philip,Sgriccia
nm0004224,Anne,Sirois
nm0004234,Alfonso,Gomez-Rejon
nm0004236,Ă‚ngelo,AntĂ´nio
nm0004247,Bob,Sarles
nm0004248,Georges,Corraface
nm0004250,Quentin,Lee
nm0004256,Suzan,Derkson
nm0004262,Lynn,Marie
nm0004266,Anne,Hathaway
nm0004270,Fabiomassimo,Dell'Orco
nm0004271,Paul,Curtis
nm0004275,Steven,Wren
nm0004277,Adam,Belanoff
nm0004281,Stephen,Butcher
nm0004285,Oak,O'Connor
nm0004286,Clifton,Collins
nm0004290,Margaret,Booth
nm0004292,Raj,Kapoor
nm0004300,Buddy,Bregman
nm0004303,Gavin,Hood
nm0004305,George,Miller
nm0004306,George,Miller
nm0004307,Shane,Salerno
nm0004309,Shirley,Knight
nm0004322,Patrick,Ramsay
nm0004325,Michiel,Snijders
nm0004327,Rachel,Dixon
nm0004328,Lawrence,R.
nm0004332,Robert,B.
nm0004333,John,Lanza
nm0004341,Diane,Kirman
nm0004342,Mitchell,Rose
nm0004345,Richard,Roth
nm0004347,Alain,Goldman
nm0004351,Valerie,Mayhew
nm0004354,Caveh,Zahedi
nm0004356,Lisa,Jakub
nm0004357,Michael,Roberds
nm0004358,Terry,Odem
nm0004363,Rakesh,Roshan
nm0004364,Merle,Bertrand
nm0004365,Fred,Williamson
nm0004375,John,Dykstra
nm0004377,Heather,Scobie
nm0004388,Michael,Selditch
nm0004390,Teri,Kennedy
nm0004395,Adam,Scott
nm0004396,Steven,E.
nm0004400,John,Curcio
nm0004411,Jonathan,Levit
nm0004412,Ed,Solomon
nm0004413,Brian,Hamill
nm0004419,Edida,Nageshwara
nm0004422,Rich,Robinson
nm0004423,Gerry,Robert
nm0004428,Jeff,Rafner
nm0004429,Dharmendra,
nm0004431,Kunal,Kapoor
nm0004434,Shashi,Kapoor
nm0004435,Rajesh,Khanna
nm0004437,Sridevi,
nm0004439,Elio,Quiroga
nm0004445,Dan,Sharp
nm0004447,Peter,Lhotka
nm0004449,Felix,Werner
nm0004453,Arthur,Cohn
nm0004456,Clare,Kramer
nm0004458,Peter,Heller
nm0004461,George,Verschoor
nm0004463,Akkineni,Nageshwara
nm0004464,Heinz,RĂĽhmann
nm0004466,E.V.V.,Satyanarayana
nm0004467,Satyanarayana,Kaikala
nm0004474,Margaret,Mitchell
nm0004475,Mitch,Engel
nm0004476,Jennifer,Lyne
nm0004485,Kevin,Mendonca
nm0004487,Juhi,Chawla
nm0004488,Rick,King
nm0004489,Fiona,Jackson
nm0004503,Dietmar,Fischer
nm0004509,Patricia,Chica
nm0004512,Richard,Bullock
nm0004513,Adam,Doench
nm0004518,David,Copperfield
nm0004520,Paul,Diamond
nm0004521,John,Watkin
nm0004522,Pip,Mushin
nm0004524,Pat,Sandys
nm0004526,Liz,Ryan
nm0004527,Daniel,J.
nm0004530,Nick,Abdo
nm0004535,Micheline,Garant
nm0004536,Annika,HellstrĂ¶m
nm0004538,Gianfranco,Barbagallo
nm0004539,Vanessa,Williams
